_id,name,brand,description,brand_description,category,reviews[0].reviewer_name,reviews[1].reviewer_name,reviews[2].reviewer_name,reviews[3].reviewer_name,reviews[4].reviewer_name,reviews[5].reviewer_name,reviews[6].reviewer_name,reviews[7].reviewer_name,reviews[8].reviewer_name,reviews[9].reviewer_name,reviews[0].review,reviews[1].review,reviews[2].review,reviews[3].review,reviews[4].review,reviews[5].review,reviews[6].review,reviews[7].review,reviews[8].review,reviews[9].review,reviews[10].review,reviews[11].review,reviews[12].review,reviews[13].review,reviews[14].review,reviews[15].review,reviews[16].review,reviews[17].review,reviews[18].review,reviews[19].review,reviews[20].review,reviews[21].review,reviews[22].review,reviews[23].review,reviews[24].review,reviews[25].review,reviews[26].review,reviews[0].source,reviews[1].source,reviews[2].source,reviews[3].source,reviews[4].source,reviews[5].source,reviews[6].source,reviews[7].source,reviews[8].source,reviews[9].source,reviews[10].source,reviews[11].source,reviews[12].source,reviews[13].source,reviews[14].source,reviews[15].source,reviews[16].source,reviews[17].source,reviews[18].source,reviews[19].source,reviews[20].source,reviews[21].source,reviews[22].source,reviews[23].source,reviews[24].source,reviews[25].source,reviews[26].source,reviews[0].rating,reviews[1].rating,reviews[2].rating,reviews[3].rating,reviews[4].rating,reviews[5].rating,reviews[6].rating,reviews[7].rating,reviews[8].rating,reviews[9].rating,reviews[10].rating,reviews[11].rating,reviews[12].rating,reviews[13].rating,reviews[14].rating,reviews[15].rating,reviews[16].rating,reviews[17].rating,reviews[18].rating,reviews[19].rating,reviews[20].rating,reviews[21].rating,reviews[22].rating,reviews[23].rating,reviews[24].rating,reviews[25].rating,reviews[26].rating,sustainability_claims,eco_score,manufacturer,country_of_origin,barcode[0],image_url,image_name,tags[0],nutrition.Sugar,nutrition.SaturatedFat,nutrition.Energy,nutrition.Fruit&Nut,nutrition.Fiber,ingredients[0],ingredients[1],ingredients[2],ingredients[3],ingredients[4],ingredients[5],ingredients[6],ingredients[7],ingredients[8],ingredients[9],ingredients[10],ingredients[11],ingredients[12],ingredients[13],ingredients[14],ingredients[15],ingredients[16],ingredients[17],ingredients[18],ingredients[19],ingredients[20],ingredients[21],ingredients[22],ingredients[23],ingredients[24],ingredients[25],ingredients[26],ingredients[27],ingredients[28],ingredients[29],ingredients[30],ingredients[31],ingredients[32],ingredients[33],ingredients[34],ingredients[35],ingredients[36],ingredients[37],ingredients[38],ingredients[39],ingredients[40],ingredients[41],ingredients[42],ingredients[43],ingredients[44],ingredients[45],ingredients[46],ingredients[47],ingredients[48],ingredients[49],ingredients[50],ingredients[51],ingredients[52],ingredients[53],ingredients[54],ingredients[55],ingredients[56],ingredients[57],ingredients[58],ingredients[59],ingredients[60],ingredients[61],ingredients[62],ingredients[63],ingredients[64],ingredients[65],ingredients[66],ingredients[67],ingredients[68],ingredients[69],ingredients[70],ingredients[71],ingredients[72],ingredients[73],ingredients[74],allergens,barcode,nutrition.Protein,nutrition.Sodium,price[0].price,price[1].price,price[2].price,price[0].source,price[1].source,price[2].source,offers[0].source,offers[1].source,offers[0].offers,offers[1].offers,manufacture_date,expiry_date,Eco-Score,reviews,nutrition,ingredients.Energy,ingredients.SaturatedFat,ingredients.Sugar,ingredients.Fiber,ingredients.Protein,ingredients.Sodium,ingredients.Fruit&Nut,E-Score,ingredients,brand[0].reviewer_name,brand[1].reviewer_name,brand[2].reviewer_name,brand[0].review,brand[1].review,brand[2].review,brand[0].rating,brand[1].rating,brand[2].rating,brand[0].source,brand[1].source,brand[2].source,reviews[0],reviews[1],reviews[2],reviews[3],reviews[4],reviews[5],reviews[6],reviews[7],reviews[8],reviews[9],reviews[10],reviews[11],reviews[12],reviews[13],reviews[14],reviews[15],reviews[16],reviews[17],reviews[18],reviews[19],reviews[20],reviews[21],reviews[22],reviews[23],reviews[24],reviews[25],reviews[26],reviews[27],reviews[28],reviews[0].review_name,reviews[1].review_name,reviews[2].review_name,reviews[3].review_name,reviews[4].review_name,reviews[5].review_name,reviews[6].review_name,reviews[7].review_name,reviews[8].review_name,reviews[9].review_name,reviews[10].review_name,reviews[11].review_name,reviews[12].review_name,reviews[13].review_name,reviews[14].review_name,reviews[15].review_name,reviews[16].review_name,reviews[17].review_name,reviews[18].review_name,reviews[19].review_name,reviews[20].review_name,reviews[21].review_name,reviews[22].review_name,reviews[23].review_name,reviews[24].review_name,reviews[25].review_name,reviews[26].review_name,offers[0].offer,how_to_use,,image
6596abab5295dfcf7f4dff3e,nescafe gold,Nescafe,NESCAFE GOLD is expertly crafted with premium choice Arabica beans and roasted to golden perfection for a smoother taste and richer aroma. NESCAFE GOLD is expertly crafted with premium choice Arabica beans and roasted to golden perfection for a smoother taste and richer aroma.,"Nescafé is a brand of instant coffee made by the Vevey-based company Nestlé. It comes in many different forms. The name is a portmanteau of the words ""Nestlé"" and ""café"". Nestlé first introduced their flagship coffee brand in Switzerland on April 1, 1938.",Food & Beverages,Kanika Dhawan,,,,,,,,,,My everyday Koenig Coffe .... but amazone should provide us regularly ... cos it’s habit now .. & till last six or nine months it’s unavailable 🙄,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0 out of 5 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nescafe,‎United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eco-Score E,,"{'""Energy""': 54, '""SaturatedFat""': 0.0, '""Sugar""': 2.3, '""Fiber""': 0.1, '""Protein""': 0.0, '""Sodium""': 0.0, '""FruitAndNut""': 0.0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596abab5295dfcf7f4dff3f,Grande - NescafE - 300 g,Nescafe,"A 100% Arabica coffee with an intensity of 5 out of 11. A long mug (at 200ml), this is a smooth coffee with a round body and a fine crema. Savour the freshly roasted coffee aroma and citrusy notes in this pleasant longer coffee.","Nescafé is a brand of instant coffee made by the Vevey-based company Nestlé. It comes in many different forms. The name is a portmanteau of the words ""Nestlé"" and ""café"". Nestlé first introduced their flagship coffee brand in Switzerland on April 1, 1938.",Food & Beverages,Prince kumar,,,,,,,,,,It is too Damn Strong and It is not sweet at all. I need to Put Sugar upon it while Making. Well the Flavour is Great,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0 out of 5 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nescafe,‎United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eco-Score not computed,,"{'""Energy""': 243, '""SaturatedFat""': 14.0, '""Sugar""': 2.0, '""Fiber""': 0.0, '""Protein""': 24.0, '""Sodium""': 0.0, '""FruitAndNut""': 0.0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596abab5295dfcf7f4dff40,NescafE classic descafeinado - NestlE - 100 g,Nescafe,"Decaffeinated instant coffee with all the aroma and all the flavour with the quality of coffee thanks to the selection of beans and delicate roasting. This coffee is decaffeinated in a 100% natural way, only with water, without using any other chemicals. Glass bottle for better preservation. Origin: Spain.","Nescafé is a brand of instant coffee made by the Vevey-based company Nestlé. It comes in many different forms. The name is a portmanteau of the words ""Nestlé"" and ""café"". Nestlé first introduced their flagship coffee brand in Switzerland on April 1, 1938.",Food & Beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nescafe,‎United Kingdom,,,,,29.1,12.5,0,0,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2,0,,,,,,,,,,,,,Eco-Score E,"[{""reviewer_name"":""Amazon Customer"", ""review"":""Perfect and smooth.\nBut just one thing to remember that this coffee won’t go good if you put milk with it because it’s already 3in1 coffee means milk is added so just mix it with hot water and the taste comes to perfection ❤️"",""rating"":""3.0 out of 5 stars"",""source"":""Amazon""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596abab5295dfcf7f4dff41,Nescafe classic - 90g,Nescafe,The unmistakable taste and aroma that we all know and love is still as good as ever. Our signature coffee has a medium-dark roast that gives it a full flavour and wonderfully invigorating taste. The unmistakable taste and aroma that we all know and love is still as good as ever.,"Nescafé is a brand of instant coffee made by the Vevey-based company Nestlé. It comes in many different forms. The name is a portmanteau of the words ""Nestlé"" and ""café"". Nestlé first introduced their flagship coffee brand in Switzerland on April 1, 1938.",Food & Beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nescafe,‎United Kingdom,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,Eco-Score E,"[{""reviewer_name"":""vijay"", ""review"":""The flavour is nothing like nescafe\nIt's near impossible to drink it\nTried very hard but after 3-4 sachets decided its simply not possible"",""rating"":""3.0 out of 5 stars"",""source"":""Amazon""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596abab5295dfcf7f4dff42,NESCAFE SPECIAL FILTRE BIO cafE soluble - 95 g,Nescafe,"Find the balanced profile of this iconic coffee with an even finer, rich and subtle aroma. The new NESCAFE SPECIAL FILTRE is the result of an alliance of Arabica and Robusta coffee beans carefully selected by our coffee experts. A slow roasting then allows them to reveal all their aromas for a delicate and tasty taste.","Nescafé is a brand of instant coffee made by the Vevey-based company Nestlé. It comes in many different forms. The name is a portmanteau of the words ""Nestlé"" and ""café"". Nestlé first introduced their flagship coffee brand in Switzerland on April 1, 1938.",Food & Beverages,Sharon Clement,,,,,,,,,,Item is perfectly good n nice,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0 out of 5 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nescafe,‎United Kingdom,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,Eco-Score E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596abab5295dfcf7f4dff43,NescafE - 45g,Nescafe,100% PURE COFFEE: NESCAFE Classic Instant Coffee is made from handpicked Robusta beans from South India that are slow-roasted to achieve the signature NESCAFE aroma. The perfect coffee flavour is extracted & locked in every coffee bean for the perfect cup at any time.,"Nescafé is a brand of instant coffee made by the Vevey-based company Nestlé. It comes in many different forms. The name is a portmanteau of the words ""Nestlé"" and ""café"". Nestlé first introduced their flagship coffee brand in Switzerland on April 1, 1938.",Food & Beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nescafe,‎United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eco-Score not computed,"[{""reviewer_name"":""Placeholder"", ""review"":""Was really underwhelmed by this particular coffee. After finishing a jar of Nescafe Gold i was in a dilemma wether to have this or Nescafe Gold Decaf. Unfortunately i went with this. I was expecting a Nescafe Classic like flavour without the caffeine.\nThis product has a really MILD flavour as compared to Nescafe Gold or Davidoff. Lovers of strong or flavourful coffee will not like this. Moreover the jar was different than shown in the picture and the quality is not that good. Avoid unless you’re keen on trying something new."",""rating"":""5.0 out of 5 stars"",""source"":""Amazon""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596abab5295dfcf7f4dff44,NescafE classic - 190g,Nescafe,The unmistakable taste and aroma that we all know and love is still as good as ever. Our signature coffee has a medium-dark roast that gives it a full flavour and wonderfully invigorating taste. The unmistakable taste and aroma that we all know and love is still as good as ever.,"Nescafé is a brand of instant coffee made by the Vevey-based company Nestlé. It comes in many different forms. The name is a portmanteau of the words ""Nestlé"" and ""café"". Nestlé first introduced their flagship coffee brand in Switzerland on April 1, 1938.",Food & Beverages,Rohit Chauhan,,,,,,,,,,I love the taste of this decaf coffee!!,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0 out of 5 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nescafe,‎United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eco-Score E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596abab5295dfcf7f4dff45,Nescafe gold - NestlE - 50 g,Nescafe,NESCAFE GOLD is expertly crafted with premium choice Arabica beans and roasted to golden perfection for a smoother taste and richer aroma. NESCAFE GOLD is expertly crafted with premium choice Arabica beans and roasted to golden perfection for a smoother taste and richer aroma.,"Nescafé is a brand of instant coffee made by the Vevey-based company Nestlé. It comes in many different forms. The name is a portmanteau of the words ""Nestlé"" and ""café"". Nestlé first introduced their flagship coffee brand in Switzerland on April 1, 1938.",Food & Beverages,Cristien P.,,,,,,,,,,"I have tried other instant coffees, they have all been disappointing.  Taster's Choice I like.  When they say instant, they mean it.  All the crystals dissolve right away.  Nowadays I find I don't want to do a whole setup, when all I need is some boiling water.  There aren't that many decaffeinated instant coffees.  Health wise, the caffeine every day was not helping me, I knew I had to give it up.  I had grown dependent on it.  It also didn't help that I had high blood pressure, and I was pissed off all the time!",,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0 out of 5 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nescafe,‎United Kingdom,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,Eco-Score not computed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596abab5295dfcf7f4dff46,Kapseln Latte Macchiato caramel - NescafE - 1pcs,Nescafe,A latte macchiato is an espresso with milk and a spoonful of foamed milk on top.,"Nescafé is a brand of instant coffee made by the Vevey-based company Nestlé. It comes in many different forms. The name is a portmanteau of the words ""Nestlé"" and ""café"". Nestlé first introduced their flagship coffee brand in Switzerland on April 1, 1938.",Food & Beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nescafe,‎United Kingdom,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,Eco-Score E,"[{""reviewer_name"":""Mad mom"", ""review"":""I’m not a decafe coffee drinker but it’s a gift being sent abroad along with the individually-wrapped version for someone whose forte is decafe cafe! I like the careful packing as if the packer knows it has a lot of punishment ahead the journey ahead. This came along with a few things ordered hurriedly, all ahead of expected date. Thanks,\nTOLA."",""rating"":""5.0 out of 5 stars"",""source"":""Amazon""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596abab5295dfcf7f4dff47,NESCAFE SPECIAL FILTRE Bio Flacon de 90g - NestlE - 90 g,Nescafe,"Find the balanced profile of this iconic coffee with an even finer, rich and subtle aroma. The new NESCAFE SPECIAL FILTRE is the result of an alliance of Arabica and Robusta coffee beans carefully selected by our coffee experts. A slow roasting then allows them to reveal all their aromas for a delicate and tasty taste.","Nescafé is a brand of instant coffee made by the Vevey-based company Nestlé. It comes in many different forms. The name is a portmanteau of the words ""Nestlé"" and ""café"". Nestlé first introduced their flagship coffee brand in Switzerland on April 1, 1938.",Food & Beverages,Amazon Customer,,,,,,,,,,Why does it cost so much on Amazon?,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0 out of 5 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nescafe,‎United Kingdom,,,,,3.107,0.546,107,0,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0,,,,,,,,,,,,,Eco-Score E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596abab5295dfcf7f4dff48,"Dolce Gusto cafE pur arabica, grande aroma - NescafE - 30pcs",Nescafe,"Dolce Gusto has a rich assortment of sweet flavors. Think of a caramel latte macchiato, a latte macchiato with vanilla flavor, or a sweet tea. The caramel macchiato is based on the sweet drink by Starbucks","Nescafé is a brand of instant coffee made by the Vevey-based company Nestlé. It comes in many different forms. The name is a portmanteau of the words ""Nestlé"" and ""café"". Nestlé first introduced their flagship coffee brand in Switzerland on April 1, 1938.",Food & Beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nescafe,‎United Kingdom,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,Eco-Score E,"[{""reviewer_name"":""Dalia"", ""review"":Gave as a gift and recipient was very happy."",""rating"":""4.0 out of 5 stars"",""source"":""Amazon""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596abab5295dfcf7f4dff49,"NESCAFE Cappuccino Choco, CafE soluble, Boite de 8 sticks - 148 g",Nescafe,"Description. Brighten up your day with a cup of our coffee-shop inspired cappuccino. A generous layer of foam reveals a specially selected coffee, softened by a rich creamer and sprinkled with chocolate, for a true cafe drink.","Nescafé is a brand of instant coffee made by the Vevey-based company Nestlé. It comes in many different forms. The name is a portmanteau of the words ""Nestlé"" and ""café"". Nestlé first introduced their flagship coffee brand in Switzerland on April 1, 1938.",Food & Beverages,Deepkaran,,,,,,,,,,"Cheating….bad quality.high price,net quantity is less.not returning the money.",,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0 out of 5 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nescafe,‎United Kingdom,,,,,5,0.9,179,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,0,,,,,,,,,,,,,Eco-Score not computed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596abab5295dfcf7f4dff4a,Capuccino - NescafE - 10 sticks,Nescafe,"This product contains 10 portions. A new greedy recipe with carefully selected ingredients : coffees of quality combining the finesse of Arabica and the richness of Robusta, and an irresistibly smooth and generous mousse.","Nescafé is a brand of instant coffee made by the Vevey-based company Nestlé. It comes in many different forms. The name is a portmanteau of the words ""Nestlé"" and ""café"". Nestlé first introduced their flagship coffee brand in Switzerland on April 1, 1938.",Food & Beverages,Vero,,,,,,,,,,"Coffee has no flavor , shocking to learn people of Brazil drink this kind of stuff , but it is quite cheap though.",,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0 out of 5 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nescafe,‎United Kingdom,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,Eco-Score E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596abab5295dfcf7f4dff4b,STARBUCKS by NESCAFE DOLCE GUSTO Cappuccino 120g - 120 g,Nescafe,"Inspired by the Starbucks Cappuccino you love, balanced, indulgent and deliciously familiar, made at home with your NESCAFE® Dolce Gusto® machine. Make yours the effortless way with these handy Starbucks","Nescafé is a brand of instant coffee made by the Vevey-based company Nestlé. It comes in many different forms. The name is a portmanteau of the words ""Nestlé"" and ""café"". Nestlé first introduced their flagship coffee brand in Switzerland on April 1, 1938.",Food & Beverages,hggable,,,,,,,,,,Ok flavour nothing great as it claims to be.,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0 out of 5 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nescafe,‎United Kingdom,,,,,30.1,12.1,0,0,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,0,,,,,,,,,,,,,Eco-Score E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596abab5295dfcf7f4dff80,Gold natural - Nescafe - 100 g,,Prodcut Description,"Nescafé is a brand of instant coffee made by the Vevey-based company Nestlé. It comes in many different forms. The name is a portmanteau of the words ""Nestlé"" and ""café"". Nestlé first introduced their flagship coffee brand in Switzerland on April 1, 1938.",Food & Beverages,PD,,,,,,,,,,"I have searched the market, tried all the brands and came back to this. This is the richest premix coffee in india.",,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0 out of 5 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nescafe,‎United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eco-Score not computed,,,226,0.9,7.1,4.5,1.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596abab5295dfcf7f4dff81,NescafE Gold - 100 g,,Prodcut Description,"Nescafé is a brand of instant coffee made by the Vevey-based company Nestlé. It comes in many different forms. The name is a portmanteau of the words ""Nestlé"" and ""café"". Nestlé first introduced their flagship coffee brand in Switzerland on April 1, 1938.",Food & Beverages,Supreet K.,,,,,,,,,,"Taste is good, but sugar is high",,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0 out of 5 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nescafe,‎United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eco-Score E,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596abab5295dfcf7f4dff82,Cafe - NescafE - 170 G,,Prodcut Description,"Nescafé is a brand of instant coffee made by the Vevey-based company Nestlé. It comes in many different forms. The name is a portmanteau of the words ""Nestlé"" and ""café"". Nestlé first introduced their flagship coffee brand in Switzerland on April 1, 1938.",Food & Beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nescafe,‎United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eco-Score B,"[{""reviewer_name"":""Lorraine A"", ""review"":""The classic pure coffee taste was good. I drink only black coffee. And the great thing is the sipper quality is quiet surprisingly good & looks cute on the table. It retains hotness for upto 1 hr well I don't like steaming hot, so I can keep sipping slowly upto 1hr while working.\nI'm not sure why now it's not available. This was a good offer from Nescafe."",""rating"":""5.0 out of 5 stars"",""source"":""Amazon""}]",,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596abab5295dfcf7f4dffe4,Capuccino Intenso - NescafE,,Prodcut Description,"Nescafé is a brand of instant coffee made by the Vevey-based company Nestlé. It comes in many different forms. The name is a portmanteau of the words ""Nestlé"" and ""café"". Nestlé first introduced their flagship coffee brand in Switzerland on April 1, 1938.",Food & Beverages,Amazonnner19,,,,,,,,,,The ones I bought from supermart has a later expiry day (Oct-2021) but your stock expires in May-2021.,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0 out of 5 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nescafe,‎United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOVA 4,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
